fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color,index,taste
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,1,171,0
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0,5779,0
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,0,6350,0
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,1,1477,0
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,0,2226,0
6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,0,2725,1
7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,0,4847,1
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,0,5252,1
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,0,2457,0
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,0,5069,1
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,0,1717,1
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,0,3407,1
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,0,1646,0
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,1,1078,0
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,1,739,0
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,1,592,1
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,1,710,1
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,1,622,0
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,0,4312,0
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,0,4970,1
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0,5653,1
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,0,1648,1
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,0,1968,1
7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,0,2768,0
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,0,4880,0
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,0,2769,1
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,0,6415,1
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,0,5501,0
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,0,2938,0
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,1,1442,1
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,0,2523,1
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,1,1291,0
6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,0,6313,1
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,0,2427,1
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,1,422,1
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,1,587,1
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,1,645,0
6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,0,4293,1
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,1,722,0
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,1,495,1
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,0,3408,0
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,0,3473,0
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,1,686,0
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,1,330,0
6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,0,5047,1
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,1,257,0
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,0,2574,1
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0,2196,0
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,0,5329,0
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,0,5372,1
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,0,3161,0
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,0,2013,0
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,0,3164,0
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,0,2367,1
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,0,6278,1
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,1,1517,0
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,0,4428,1
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,0,4311,0
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,0,4460,1
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,1,595,0
6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,0,5543,1
6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,0,2961,1
6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,0,3534,1
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0,5852,1
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,1,190,0
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,1,1215,1
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,0,3131,1
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,1,166,0
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,0,4823,1
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,0,1780,1
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,0,3447,0
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,0,2877,0
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,1,1036,1
6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,0,2164,0
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,0,5020,0
6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,0,6451,0
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,0,5933,1
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,0,3340,1
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,0,3059,1
8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,0,2332,1
6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,0,3726,0
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,0,2639,0
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,0,4684,1
7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,0,4429,0
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,1,667,1
7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,0,1827,1
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,0,3082,1
7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,0,3851,1
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,0,4338,0
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,0,5253,1
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,1,585,1
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,0,3048,1
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,0,3513,1
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0,5622,0
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,0,6481,1
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,0,5487,1
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,0,4212,1
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,0,4740,1
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,0,6003,0
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,0,1892,0
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,0,2415,0
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,0,4277,1
7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,0,4411,0
7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,0,3946,0
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,0,4645,1
7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,0,3308,0
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1,904,1
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,1,288,1
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,0,3024,1
7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,0,3078,1
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,0,5171,0
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,0,5697,1
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,0,3049,1
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,1,211,1
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,1,1516,1
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,0,3108,1
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,0,4241,0
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,0,3672,0
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0,5638,0
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,1,650,1
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,0,5752,1
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,0,4543,1
6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,0,2735,1
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,0,4340,1
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,0,6031,1
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,1,248,0
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,0,2529,0
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,0,2825,1
8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,0,3957,0
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0,5992,0
7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,0,2641,0
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0,3715,0
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,0,3550,0
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,0,5686,1
6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,0,3297,1
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,0,2426,1
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,0,3322,1
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,1,792,0
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,0,5302,1
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,1,1367,0
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,0,5379,1
6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,0,4699,1
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,0,6348,0
6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,0,3549,0
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,0,4013,0
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,1,852,0
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,1,225,0
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,0,2026,1
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,1,405,0
6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,0,4018,0
7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,0,2517,1
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,0,5830,1
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,0,1603,1
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,1,267,0
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,0,2444,1
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,1,1050,1
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,0,5331,1
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,1,873,0
8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,1,523,0
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,0,2789,0
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0,5344,1
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,1,751,0
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,0,1735,0
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,0,5801,1
6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,0,2232,1
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,0,5373,0
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,1,279,1
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,0,5845,0
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,0,4965,1
6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,0,5103,1
6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,0,3919,1
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,0,5787,1
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,0,5511,1
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,0,3583,1
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,0,1933,0
6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,0,6379,0
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,1,1523,0
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,0,3449,1
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,0,2383,1
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,0,2191,1
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,0,5234,1
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,0,5671,1
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,0,2692,1
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,1,200,0
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,1,333,1
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0,4663,0
8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,0,3570,1
6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,0,1640,1
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,0,6094,1
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,0,1731,1
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,1,1518,1
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,1295,1
5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,0,5394,0
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,1,429,0
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0,5616,0
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,1,465,1
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,0,2435,1
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,1,589,1
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,0,1915,1
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,0,4300,1
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,0,4406,0
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,1,758,0
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,1,647,0
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,0,3326,1
6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,0,1649,0
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,0,6380,0
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,0,1792,1
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,0,2568,1
6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,0,3317,1
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,1,1170,1
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,0,3508,1
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,0,5500,0
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,0,5840,1
6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,0,6283,1
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,0,6458,0
7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,0,4678,0
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,1,1234,0
7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,0,3665,0
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,0,5725,0
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,1,651,0
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,0,3014,1
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,0,5961,1
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,0,4898,1
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,0,4517,1
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,0,4657,0
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,0,5922,1
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,0,5133,1
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,1,663,1
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,0,6232,1
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,0,2555,0
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,1,775,1
7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,0,2338,1
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,0,5092,1
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,0,1956,1
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1,1279,1
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,0,5016,1
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,0,5522,1
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,0,6197,1
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,0,3666,0
6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,0,3410,1
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,0,6452,0
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,0,1793,0
8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,0,3780,1
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,0,4288,1
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,0,5846,1
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,0,2939,1
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,0,1737,0
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,0,3592,0
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,0,2511,0
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,1,1365,1
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,1,759,0
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,0,2983,1
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,0,3912,0
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,0,5385,1
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,0,3853,0
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,0,6156,0
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,0,2933,1
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,1,683,0
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,1,1,0
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,4748,1
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,0,2071,0
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,0,6086,1
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,1,1245,1
7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,0,4107,1
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,1,240,1
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,0,3009,1
9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,0,3020,0
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,0,3240,0
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0,5895,0
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,1,1422,0
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,1,1094,1
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,0,2463,1
6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,0,3366,0
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,1,1075,0
6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,0,5112,1
7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,0,3533,0
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,0,6295,1
5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,0,2821,1
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,0,5430,1
5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,0,2253,1
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,0,3792,1
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,0,5027,1
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,0,4784,1
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,1,975,1
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,0,2689,1
8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,0,3214,0
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,0,3125,0
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,0,5841,1
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,0,5258,1
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,0,3698,1
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,0,5870,1
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,1,1088,1
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,0,2718,0
6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,0,2234,1
7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,0,2954,0
7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,0,3491,0
